#SampleID	anonymized_name	collection_timestamp	contributor	country	depth	description	dna_extracted	elevation	emp_status	env_biome	env_feature	env_material	env_package	geo_loc_name	host_common_name	host_scientific_name	host_status	host_subject_id	host_taxid	lane	latitude	life_stage	longitude	name_in_metadata	notes	observations	old_title	ph	physical_specimen_location	physical_specimen_remaining	preprocessing_of_the_sponge_tissue	public	qiita_empo_1	qiita_empo_2	qiita_empo_3	qiita_study_id	salinity_ppt	sample_type	sampling_site	scientific_name	scientific_order	study_id	taxon_id	title	water_temperature_degrees_c
10793.Webster.4.E8.338.1182232	Webster.4.E8.338.1182232	12/30/10	Webster	Australia	Missing:not provided	Coscinoderma larvae 32	True	0		ocean biome	reef	organic material feature	host-associated	Australia	Coscinoderma matthewsi	Coscinoderma sp.	Stressed	Webster.4.E8.338	1162776.0	EMP_Thomas_sponges_16S_L008	-15.33228	Adult	124.105	Webster.4.E8.338	Samples came as dried down DNA samples in 96 well plates		Microbial Community Assemblages found within Marine Sponges	Missing: Not provided	Nicole Webster	False	Missing: Not provided	True	Host-associated	Animal	Animal corpus	10793	Missing: Not provided	sponge tissue	Kimberley, Western Australia	sponge metagenome	Dictyoceratida	1740	1163772	SpongeMicrobiome Project	Missing: Not provided
10793.Webster.3.C2.214.1181789	Webster.3.C2.214.1181789	4/9/12	Webster	Taiwan	10	Carteriospongia foliascens	True	0		ocean biome	reef	organic material feature	host-associated	Taiwan	Carteriospongia foliascens	Carteriospongia foliascens	Healthy	Webster.3.C2.214	593584.0	EMP_Thomas_sponges_16S_L008	-18.84478	Larvae	147.64401999999995	Webster.3.C2.214	Samples came as dried down DNA samples in 96 well plates		Microbial Community Assemblages found within Marine Sponges	Missing: Not provided	Nicole Webster	False	Missing: Not provided	True	Host-associated	Animal	Animal corpus	10793	Missing: Not provided	sponge tissue	R. odorabile Larvae Hydrocarbon Expt	sponge metagenome	Dictyoceratida	1740	1163772	SpongeMicrobiome Project	28
10793.Webster.3.E5.241.1181924	Webster.3.E5.241.1181924	4/23/12	Webster	Australia	1.5	Carteriospongia foliascens	True	0		ocean biome	reef	organic material feature	host-associated	Australia	Carteriospongia foliascens	Carteriospongia foliascens	Healthy	Webster.3.E5.241	593584.0	EMP_Thomas_sponges_16S_L008	-18.84478	Larvae	147.64401999999995	Webster.3.E5.241	Samples came as dried down DNA samples in 96 well plates		Microbial Community Assemblages found within Marine Sponges	Missing: Not provided	Nicole Webster	False	Missing: Not provided	True	Host-associated	Animal	Animal corpus	10793	Missing: Not provided	sponge tissue	R. odorabile Larvae Hydrocarbon Expt	sponge metagenome	Dictyoceratida	1740	1163772	SpongeMicrobiome Project	28
10793.Webster.5.B1.389.1181764	Webster.5.B1.389.1181764	10/14/08	Webster	Australia	19	Halichondria phakellioides	True	0		ocean biome	reef	organic material feature	host-associated	Australia	Halichondria phakellioides	Halichondria phakellioides	Healthy	Webster.5.B1.389	85780.0	EMP_Thomas_sponges_16S_L008	-18.68543	Larvae	146.51218	Webster.5.B1.389	Samples came as dried down DNA samples in 96 well plates		Microbial Community Assemblages found within Marine Sponges	Missing: Not provided	Nicole Webster	False	Missing: Not provided	True	Host-associated	Animal	Animal corpus	10793	Missing: Not provided	sponge tissue	Orpheus Island	sponge metagenome	Dictyoceratida	1740	1163772	SpongeMicrobiome Project	28
10793.Webster.3.D6.230.1181315	Webster.3.D6.230.1181315	6/14/12	Webster	Australia	12	Carteriospongia foliascens	True	0		ocean biome	reef	organic material feature	host-associated	Australia	Carteriospongia foliascens	Carteriospongia foliascens	Healthy	Webster.3.D6.230	593584.0	EMP_Thomas_sponges_16S_L008	-18.84478	Larvae	147.64401999999995	Webster.3.D6.230	Samples came as dried down DNA samples in 96 well plates		Microbial Community Assemblages found within Marine Sponges	Missing: Not provided	Nicole Webster	False	Missing: Not provided	True	Host-associated	Animal	Animal corpus	10793	Missing: Not provided	sponge tissue	R. odorabile Larvae Hydrocarbon Expt	sponge metagenome	Dictyoceratida	1740	1163772	SpongeMicrobiome Project	28
10793.Webster.5.D10.422.1181232	Webster.5.D10.422.1181232	7/23/12	Webster	Australia	1	Suberites diversicolour	True	0		ocean biome	reef	organic material feature	host-associated	Australia	Suberites diversicolour	Suberites diversicolor	Healthy	Webster.5.D10.422	703610.0	EMP_Thomas_sponges_16S_L008	-18.560283	Larvae	146.484617	Webster.5.D10.422	Samples came as dried down DNA samples in 96 well plates		Microbial Community Assemblages found within Marine Sponges	Missing: Not provided	Nicole Webster	False	Missing: Not provided	True	Host-associated	Animal	Animal corpus	10793	Missing: Not provided	sponge tissue	C.matthewsii larvae Copper Expt	sponge metagenome	Dictyoceratida	1740	1163772	SpongeMicrobiome Project	28
10793.Webster.3.E12.248.1181516	Webster.3.E12.248.1181516	4/21/12	Webster	Australia	1.5	Carteriospongia foliascens	True	0		ocean biome	reef	organic material feature	host-associated	Australia	Carteriospongia foliascens	Carteriospongia foliascens	Healthy	Webster.3.E12.248	593584.0	EMP_Thomas_sponges_16S_L008	-18.84478	Larvae	147.64401999999995	Webster.3.E12.248	Samples came as dried down DNA samples in 96 well plates		Microbial Community Assemblages found within Marine Sponges	Missing: Not provided	Nicole Webster	False	Missing: Not provided	True	Host-associated	Animal	Animal corpus	10793	Missing: Not provided	sponge tissue	R. odorabile Larvae Hydrocarbon Expt	sponge metagenome	Dictyoceratida	1740	1163772	SpongeMicrobiome Project	28
10793.Webster.3.D7.231.1182068	Webster.3.D7.231.1182068	4/23/12	Webster	Australia	1.5	Carteriospongia foliascens	True	0		ocean biome	reef	organic material feature	host-associated	Australia	Carteriospongia foliascens	Carteriospongia foliascens	Healthy	Webster.3.D7.231	593584.0	EMP_Thomas_sponges_16S_L008	-18.84478	Larvae	147.64401999999995	Webster.3.D7.231	Samples came as dried down DNA samples in 96 well plates		Microbial Community Assemblages found within Marine Sponges	Missing: Not provided	Nicole Webster	False	Missing: Not provided	True	Host-associated	Animal	Animal corpus	10793	Missing: Not provided	sponge tissue	R. odorabile Larvae Hydrocarbon Expt	sponge metagenome	Dictyoceratida	1740	1163772	SpongeMicrobiome Project	28
10793.Webster.2.A1.95.1182360	Webster.2.A1.95.1182360	7/1/10	Webster	Australia	8	Paramyxilla	True	0		ocean biome	reef	organic material feature	host-associated	Australia	Paramyxilla sp.	Lissodendoryx sp.	Healthy	Webster.2.A1.95	283422.0	EMP_Thomas_sponges_16S_L008	13.4513	Adult	144.65636999999995	Webster.2.A1.95	Samples came as dried down DNA samples in 96 well plates		Microbial Community Assemblages found within Marine Sponges	Missing: Not provided	Nicole Webster	False	Missing: Not provided	True	Host-associated	Animal	Animal corpus	10793	Missing: Not provided	sponge tissue	Guam	sponge metagenome	Verongiida	1740	1163772	SpongeMicrobiome Project	28
10793.Webster.2.F2.155.1181842	Webster.2.F2.155.1181842	1/14/12	Webster	Australia	1	Rhopaloeides oil 100% 24h	True	0		ocean biome	reef	organic material feature	host-associated	Australia	Rhopaloeides odorabile	Rhopaloeides odorabile	Stressed	Webster.2.F2.155	476028.0	EMP_Thomas_sponges_16S_L008	-18.56028	Adult	146.48462	Webster.2.F2.155	Samples came as dried down DNA samples in 96 well plates		Microbial Community Assemblages found within Marine Sponges	Missing: Not provided	Nicole Webster	False	Missing: Not provided	True	Host-associated	Animal	Animal corpus	10793	Missing: Not provided	sponge tissue	Orpheus Island	sponge metagenome	Axinellida	1740	1163772	SpongeMicrobiome Project	22.2
10793.Webster.2.F4.157.1182159	Webster.2.F4.157.1182159	1/14/12	Webster	Australia	1	Rhopaloeides oil 100% 24h	True	0		ocean biome	reef	organic material feature	host-associated	Australia	Rhopaloeides odorabile	Rhopaloeides odorabile	Stressed	Webster.2.F4.157	476028.0	EMP_Thomas_sponges_16S_L008	-18.56028	Adult	146.48462	Webster.2.F4.157	Samples came as dried down DNA samples in 96 well plates		Microbial Community Assemblages found within Marine Sponges	Missing: Not provided	Nicole Webster	False	Missing: Not provided	True	Host-associated	Animal	Animal corpus	10793	Missing: Not provided	sponge tissue	Orpheus Island	sponge metagenome	Axinellida	1740	1163772	SpongeMicrobiome Project	22.2
10793.Webster.5.E1.425.1181862	Webster.5.E1.425.1181862	7/23/12	Webster	Australia	1	Suberites diversicolour	True	0		ocean biome	reef	organic material feature	host-associated	Australia	Suberites diversicolour	Suberites diversicolor	Healthy	Webster.5.E1.425	703610.0	EMP_Thomas_sponges_16S_L008	-18.81723	Adult	147.63252	Webster.5.E1.425	Samples came as dried down DNA samples in 96 well plates		Microbial Community Assemblages found within Marine Sponges	Missing: Not provided	Nicole Webster	False	Missing: Not provided	True	Host-associated	Animal	Animal corpus	10793	Missing: Not provided	sponge tissue	Davies Reef	sponge metagenome	Dictyoceratida	1740	1163772	SpongeMicrobiome Project	28.5
10793.Webster.3.E7.243.1181357	Webster.3.E7.243.1181357	4/23/12	Webster	Australia	1.5	Carteriospongia foliascens	True	0		ocean biome	reef	organic material feature	host-associated	Australia	Carteriospongia foliascens	Carteriospongia foliascens	Healthy	Webster.3.E7.243	593584.0	EMP_Thomas_sponges_16S_L008	-18.84478	Larvae	147.64401999999995	Webster.3.E7.243	Samples came as dried down DNA samples in 96 well plates		Microbial Community Assemblages found within Marine Sponges	Missing: Not provided	Nicole Webster	False	Missing: Not provided	True	Host-associated	Animal	Animal corpus	10793	Missing: Not provided	sponge tissue	R. odorabile Larvae Hydrocarbon Expt	sponge metagenome	Dictyoceratida	1740	1163772	SpongeMicrobiome Project	28
10793.Webster.4.A4.286.1181771	Webster.4.A4.286.1181771	7/29/84	Webster	Australia	20	Carteriospongia foliascens	True	0		ocean biome	reef	organic material feature	host-associated	Australia	Carteriospongia foliascens	Carteriospongia foliascens	Healthy	Webster.4.A4.286	593584.0	EMP_Thomas_sponges_16S_L008	-18.81707	Adult	147.63232	Webster.4.A4.286	Samples came as dried down DNA samples in 96 well plates		Microbial Community Assemblages found within Marine Sponges	Missing: Not provided	Nicole Webster	False	Missing: Not provided	True	Host-associated	Animal	Animal corpus	10793	Missing: Not provided	sponge tissue	Davies Reef	sponge metagenome	Dictyoceratida	1740	1163772	SpongeMicrobiome Project	23.3
10793.Webster.4.D3.321.1182021	Webster.4.D3.321.1182021	12/13/10	Webster	Australia	Missing:not provided	Coscinoderma larvae control	True	0		ocean biome	reef	organic material feature	host-associated	Australia	Coscinoderma matthewsi	Coscinoderma sp.	Stressed	Webster.4.D3.321	1162776.0	EMP_Thomas_sponges_16S_L008	-18.68543	Adult	146.51218	Webster.4.D3.321	Samples came as dried down DNA samples in 96 well plates		Microbial Community Assemblages found within Marine Sponges	Missing: Not provided	Nicole Webster	False	Missing: Not provided	True	Host-associated	Animal	Animal corpus	10793	Missing: Not provided	sponge tissue	Fantome Island, Juno Bay	sponge metagenome	Dictyoceratida	1740	1163772	SpongeMicrobiome Project	28.4
10793.Webster.4.E6.336.1181131	Webster.4.E6.336.1181131	12/28/10	Webster	Australia	Missing:not provided	Coscinoderma larvae 24	True	0		ocean biome	reef	organic material feature	host-associated	Australia	Coscinoderma matthewsi	Coscinoderma sp.	Stressed	Webster.4.E6.336	1162776.0	EMP_Thomas_sponges_16S_L008	-15.87005	Adult	123.66517	Webster.4.E6.336	Samples came as dried down DNA samples in 96 well plates		Microbial Community Assemblages found within Marine Sponges	Missing: Not provided	Nicole Webster	False	Missing: Not provided	True	Host-associated	Animal	Animal corpus	10793	Missing: Not provided	sponge tissue	Kimberley, Western Australia	sponge metagenome	Dictyoceratida	1740	1163772	SpongeMicrobiome Project	Missing: Not provided
10793.Webster.5.C1.401.1181739	Webster.5.C1.401.1181739	12/4/12	Webster	Papua New Guinea	8	Stylissa massa Bubble Site	True	0		ocean biome	reef	organic material feature	host-associated	Papua New Guinea	Stylissa massa	Stylissa massa	Healthy	Webster.5.C1.401	279589.0	EMP_Thomas_sponges_16S_L008	-18.560283	Larvae	146.484617	Webster.5.C1.401	Samples came as dried down DNA samples in 96 well plates		Microbial Community Assemblages found within Marine Sponges	Missing: Not provided	Nicole Webster	False	Missing: Not provided	True	Host-associated	Animal	Animal corpus	10793	Missing: Not provided	sponge tissue	C.matthewsii larvae Copper Expt	sponge metagenome	Dictyoceratida	1740	1163772	SpongeMicrobiome Project	28
10793.Webster.4.A8.290.1181047	Webster.4.A8.290.1181047	8/15/12	Webster	Australia	0	Carteriospongia foliascens	True	0		ocean biome	reef	organic material feature	host-associated	Australia	Carteriospongia foliascens	Carteriospongia foliascens	Healthy	Webster.4.A8.290	593584.0	EMP_Thomas_sponges_16S_L008	-18.81707	Adult	147.63232	Webster.4.A8.290	Samples came as dried down DNA samples in 96 well plates		Microbial Community Assemblages found within Marine Sponges	Missing: Not provided	Nicole Webster	False	Missing: Not provided	True	Host-associated	Animal	Animal corpus	10793	Missing: Not provided	sponge tissue	Davies Reef	sponge metagenome	Dictyoceratida	1740	1163772	SpongeMicrobiome Project	23.3
10793.Webster.1.G12.84.1182433	Webster.1.G12.84.1182433	7/1/10	Webster	Australia	8	Cymbastella coralliophila	True	0		ocean biome	reef	organic material feature	host-associated	Australia	Cymbastella coralliophilla	Cymbastela coralliophila	Healthy	Webster.1.G12.84	85786.0	EMP_Thomas_sponges_16S_L008	41.72	Adult	2.94	Webster.1.G12.84			Sponge Microbiome Project	Missing: Not provided	University of Barcelona, UNC Wilmington	False	Missing: Not provided	True	Free-living	Saline	Water (saline)	10793	Missing: Not provided	seawater	Spain	marine metagenome	Not applicable	1740	408172	SpongeMicrobiome Project	14.2
10793.Webster.2.A2.96.1181303	Webster.2.A2.96.1181303	7/2/10	Webster	Australia	8	Paramyxilla	True	0		ocean biome	reef	organic material feature	host-associated	Australia	Paramyxilla sp.	Lissodendoryx sp.	Healthy	Webster.2.A2.96	283422.0	EMP_Thomas_sponges_16S_L008	13.4513	Adult	144.65636999999995	Webster.2.A2.96	Samples came as dried down DNA samples in 96 well plates		Microbial Community Assemblages found within Marine Sponges	Missing: Not provided	Nicole Webster	False	Missing: Not provided	True	Host-associated	Animal	Animal corpus	10793	Missing: Not provided	sponge tissue	Guam	sponge metagenome	Verongiida	1740	1163772	SpongeMicrobiome Project	28
10793.Webster.3.G9.269.1182194	Webster.3.G9.269.1182194	10/19/98	Webster	Australia	3.2	Carteriospongia foliascens	True	0		ocean biome	reef	organic material feature	host-associated	Australia	Carteriospongia foliascens	Carteriospongia foliascens	Healthy	Webster.3.G9.269	593584.0	EMP_Thomas_sponges_16S_L008	-16.75408	Adult	145.98733	Webster.3.G9.269	Samples came as dried down DNA samples in 96 well plates		Microbial Community Assemblages found within Marine Sponges	Missing: Not provided	Nicole Webster	False	Missing: Not provided	True	Host-associated	Animal	Animal corpus	10793	Missing: Not provided	sponge tissue	Green Island	sponge metagenome	Dictyoceratida	1740	1163772	SpongeMicrobiome Project	26.8
10793.Webster.4.B4.298.1182128	Webster.4.B4.298.1182128	12/16/12	Webster	Australia	5	Blue Haliclona	True	0		ocean biome	reef	organic material feature	host-associated	Australia	Blue Haliclona	Haliclona sp.	Healthy	Webster.4.B4.298	6057.0	EMP_Thomas_sponges_16S_L008	-18.68543	Adult	146.51218	Webster.4.B4.298	Samples came as dried down DNA samples in 96 well plates		Microbial Community Assemblages found within Marine Sponges	Missing: Not provided	Nicole Webster	False	Missing: Not provided	True	Host-associated	Animal	Animal corpus	10793	Missing: Not provided	sponge tissue	Fantome Island, Juno Bay	sponge metagenome	Dictyoceratida	1740	1163772	SpongeMicrobiome Project	28.4
10793.Webster.2.G11.176.1182132	Webster.2.G11.176.1182132	1/14/12	Webster	Australia	1	Rhopaloeides oil + disp 25% 24h	True	0		ocean biome	reef	organic material feature	host-associated	Australia	Rhopaloeides odorabile	Rhopaloeides odorabile	Stressed	Webster.2.G11.176	476028.0	EMP_Thomas_sponges_16S_L008	-18.56028	Adult	146.48462	Webster.2.G11.176	Samples came as dried down DNA samples in 96 well plates		Microbial Community Assemblages found within Marine Sponges	Missing: Not provided	Nicole Webster	False	Missing: Not provided	True	Host-associated	Animal	Animal corpus	10793	Missing: Not provided	sponge tissue	Orpheus Island	sponge metagenome	Axinellida	1740	1163772	SpongeMicrobiome Project	22.2
10793.Webster.5.B6.394.1181360	Webster.5.B6.394.1181360	8/5/07	Webster	Australia	19	Spheciospongia vagabunda	True	0		ocean biome	reef	organic material feature	host-associated	Australia	Spheciospongia vagabunda	Spheciospongia vagabunda	Healthy	Webster.5.B6.394	237083.0	EMP_Thomas_sponges_16S_L008	-18.560283	Larvae	146.484617	Webster.5.B6.394	Samples came as dried down DNA samples in 96 well plates		Microbial Community Assemblages found within Marine Sponges	Missing: Not provided	Nicole Webster	False	Missing: Not provided	True	Host-associated	Animal	Animal corpus	10793	Missing: Not provided	sponge tissue	C.matthewsii larvae Copper Expt	sponge metagenome	Dictyoceratida	1740	1163772	SpongeMicrobiome Project	28
10793.Webster.2.E6.147.1181527	Webster.2.E6.147.1181527	1/14/12	Webster	Australia	1	Rhopaloeides oil 0% 24h	True	0		ocean biome	reef	organic material feature	host-associated	Australia	Rhopaloeides odorabile	Rhopaloeides odorabile	Stressed	Webster.2.E6.147	476028.0	EMP_Thomas_sponges_16S_L008	-18.56028	Adult	146.48462	Webster.2.E6.147	Samples came as dried down DNA samples in 96 well plates		Microbial Community Assemblages found within Marine Sponges	Missing: Not provided	Nicole Webster	False	Missing: Not provided	True	Host-associated	Animal	Animal corpus	10793	Missing: Not provided	sponge tissue	Orpheus Island	sponge metagenome	Haplosclerida	1740	1163772	SpongeMicrobiome Project	22.2
10793.Webster.4.C8.314.1181431	Webster.4.C8.314.1181431	12/16/12	Webster	Australia	Missing:not provided	Luffariella variabilis larvae	True	0		ocean biome	reef	organic material feature	host-associated	Australia	Luffariella variabilis	Luffariella variabilis	Healthy	Webster.4.C8.314	1162756.0	EMP_Thomas_sponges_16S_L008	-18.68543	Adult	146.51218	Webster.4.C8.314	Samples came as dried down DNA samples in 96 well plates		Microbial Community Assemblages found within Marine Sponges	Missing: Not provided	Nicole Webster	False	Missing: Not provided	True	Host-associated	Animal	Animal corpus	10793	Missing: Not provided	sponge tissue	Fantome Island, Juno Bay	sponge metagenome	Dictyoceratida	1740	1163772	SpongeMicrobiome Project	28.4
